giorno;ora;Nome Stazione;Preneste;Francia;Magna Grecia;Cinecittà;Colleferro Oberdan;Colleferro Europa;Allumiere;Civitavecchia;Guidonia;Ada;Guido;Cavaliere;Ciampino;Fermi;Bufalotta;Cipro;Tiburtina;Arenula;Malagrotta;Civitavecchia Porto;Civitavecchia Villa Albani;Civitavecchia Via Morandi;Civitavecchia Via Roma;Fiumicino Porto;Fiumicino Villa Guglielmi;Aurelia;S.Agostino;Fiumaretta;Faro;CampoOro;S.Gordiano;Allumiere-AldoMoro;Tolfa;S.Marinella;Tarquinia;MonteRomano;Ceccano;Ferentino;Anagni;Alatri;Fontechiari;Cassino;Frosinone Scalo;Mazzini;LT-Tasso;Aprilia 2;Latina Scalo;Gaeta Porto;LT-De Chirico;Viterbo;Acquapendente;Civita Castellana Petrarca;Rieti 1;Leonessa
01/01/2020;9;;42;34;59;38;14;28;7;37;22;25;15;24;22;43;34;40;49;48;32;38;40;13;55;37;47;4;1;8;8;8;14;8;2;-999;-999;5;24;19;20;18;7;32;36;31;1;12;34;44;38;3;8;28;27;8
01/01/2020;10;;42;38;56;34;18;31;7;41;17;21;10;21;20;42;33;34;47;46;23;29;41;24;65;34;48;4;1;8;5;13;20;14;9;-999;-999;6;30;29;19;29;8;55;42;34;0;15;33;28;32;3;6;12;33;6
01/01/2020;11;;36;40;54;27;22;29;7;23;16;22;7;21;24;47;27;35;49;52;19;20;18;29;51;33;44;6;1;10;5;24;9;17;4;-999;-999;5;29;27;26;39;7;77;47;40;1;15;29;18;28;3;9;10;32;6
01/01/2020;12;;31;50;60;37;38;29;7;13;16;30;5;25;25;52;23;38;35;49;18;10;11;41;22;46;38;6;1;13;6;13;7;14;11;-999;-999;5;27;26;37;32;7;77;40;37;-999;18;15;13;25;3;10;11;33;4
01/01/2020;13;;29;47;57;34;43;27;11;19;15;37;5;21;33;63;21;40;32;52;13;24;21;43;34;31;32;4;2;22;9;17;11;7;11;-999;-999;5;22;26;37;36;8;79;36;23;8;16;12;18;29;3;6;9;25;3
01/01/2020;14;;30;51;57;34;29;29;13;23;14;41;4;13;30;68;20;43;28;59;11;22;21;47;38;30;39;4;0;7;17;24;19;4;13;-999;-999;3;20;29;31;25;7;62;36;21;3;10;5;24;27;5;6;9;22;3
01/01/2020;15;;39;50;55;29;17;16;11;17;9;32;5;10;31;76;25;47;33;59;11;31;13;41;33;16;31;3;0;8;8;23;14;5;10;-999;-999;4;28;19;24;20;7;74;32;15;0;10;9;14;23;15;5;9;35;7
01/01/2020;16;;68;61;76;36;32;37;8;15;31;37;4;13;45;99;49;78;39;86;9;27;21;37;45;9;26;2;0;15;5;30;21;6;8;-999;-999;6;56;26;24;38;8;85;40;23;5;18;9;20;40;17;14;14;52;11
01/01/2020;17;;76;71;113;60;37;68;9;34;79;34;5;23;76;125;76;91;94;98;8;26;39;46;64;8;39;12;3;15;13;25;35;26;8;-999;-999;17;96;37;31;77;6;107;88;43;61;35;68;56;73;66;12;28;73;20
01/01/2020;18;;66;68;150;104;33;78;7;52;75;33;7;51;111;108;84;83;149;106;46;58;57;32;103;7;64;18;12;20;39;17;46;25;18;-999;-999;8;87;38;60;84;7;107;90;58;82;47;90;105;89;46;20;71;73;30
01/01/2020;19;;72;64;148;103;27;69;7;50;76;59;9;60;107;102;92;71;154;124;76;51;42;25;93;53;81;8;20;22;28;13;47;28;5;-999;-999;2;76;38;40;79;10;102;91;81;88;44;86;129;86;51;22;54;49;4
01/01/2020;20;;84;57;157;110;41;67;7;42;65;67;11;58;95;94;94;78;136;134;69;48;43;27;87;61;84;8;12;18;20;19;50;27;10;-999;-999;4;64;35;48;73;14;102;91;51;109;44;88;167;121;46;32;48;39;7
01/01/2020;21;;94;54;128;119;46;62;6;42;66;62;13;49;92;96;93;82;116;102;65;31;28;29;72;55;84;11;3;18;14;39;49;13;4;-999;-999;4;61;35;28;56;13;82;96;42;90;65;55;118;123;48;19;46;33;14
01/01/2020;22;;70;47;104;104;37;61;6;60;59;57;15;44;67;84;84;80;105;81;61;20;43;26;59;56;72;6;2;17;14;25;47;8;3;-999;-999;4;54;30;29;49;12;76;81;46;71;61;43;110;93;29;15;42;24;10
01/01/2020;23;;68;41;106;79;33;64;6;59;59;48;19;41;47;70;72;66;101;73;61;22;47;26;45;55;77;4;2;16;12;21;35;5;4;-999;-999;4;51;28;30;43;12;63;74;46;60;53;42;92;85;25;10;24;29;18
01/01/2020;24;;62;43;92;66;27;51;5;15;49;46;19;40;48;59;62;56;82;64;53;14;17;39;27;64;77;4;2;14;5;19;31;4;3;-999;-999;5;43;26;23;34;9;53;66;30;51;58;36;85;71;24;5;11;18;12
02/01/2020;1;;58;37;74;-999;21;44;3;3;43;37;8;36;51;52;-999;44;73;58;41;7;6;13;22;51;73;3;1;6;3;19;21;3;3;-999;-999;5;40;19;22;28;8;46;62;26;48;48;27;70;62;9;6;9;18;11
02/01/2020;2;;52;30;74;54;17;35;4;1;35;34;5;35;25;49;51;37;67;58;40;6;5;14;20;45;61;3;1;6;2;15;13;2;2;-999;-999;4;37;15;14;21;6;43;52;23;41;52;15;54;52;5;4;8;20;7
02/01/2020;3;;47;24;62;50;16;34;2;1;21;36;13;32;8;49;52;46;55;60;42;5;4;11;17;44;-999;4;1;5;1;13;10;2;2;-999;-999;3;32;16;11;16;5;42;47;25;22;21;8;30;40;3;7;8;20;7
02/01/2020;4;;-999;-999;-999;45;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;44;-999;-999;-999;-999;-999;-999;6;-999;-999;59;-999;-999;-999;-999;-999;8;3;-999;-999;-999;-999;30;-999;-999;-999;-999;-999;-999;-999;-999;2;-999;-999;-999;-999;-999;-999;-999;-999
02/01/2020;5;;47;28;57;44;28;35;12;12;24;34;43;30;30;47;38;53;50;55;53;9;7;-999;29;45;57;4;0;3;1;8;8;2;2;-999;-999;2;27;18;10;16;4;43;35;45;10;6;47;40;22;4;4;6;26;5
02/01/2020;6;;42;29;61;46;23;33;7;29;29;29;27;25;25;48;37;43;49;53;47;28;38;13;60;46;52;2;0;8;5;9;16;2;2;-999;-999;2;-999;13;18;25;4;40;32;30;32;8;55;42;25;11;4;7;26;6
02/01/2020;7;;47;36;79;55;27;34;7;53;35;31;19;29;36;49;42;61;63;61;46;61;60;15;83;44;55;5;0;29;10;16;42;2;2;-999;-999;2;25;23;50;22;3;42;37;31;49;8;63;59;53;33;3;8;36;10
02/01/2020;8;;53;45;78;56;28;34;8;63;47;52;22;32;50;54;52;74;71;71;57;66;84;23;91;49;56;11;2;38;25;19;56;3;5;-999;-999;4;29;34;32;38;16;44;48;44;62;8;73;79;67;29;5;20;31;24
02/01/2020;9;;60;56;82;58;35;42;8;73;49;45;23;32;49;61;57;66;83;68;51;71;91;24;97;50;57;15;4;33;31;26;62;4;7;-999;-999;5;35;40;47;55;23;51;54;62;48;-999;66;82;59;24;5;48;42;18
02/01/2020;10;;62;70;93;69;53;58;8;83;38;47;13;38;46;70;72;64;81;73;39;70;79;43;102;49;62;16;8;46;30;52;44;6;5;-999;-999;6;44;48;36;72;18;76;69;68;43;-999;65;52;59;19;6;33;47;14
02/01/2020;11;;62;88;84;66;59;55;8;49;30;58;9;43;56;74;68;66;102;77;42;63;43;62;56;52;61;9;5;38;22;41;23;13;9;-999;-999;3;50;46;44;60;19;109;89;78;42;44;65;32;56;17;5;22;38;7
02/01/2020;12;;62;82;94;62;68;40;13;29;26;68;10;49;65;104;54;63;86;81;31;26;32;46;40;43;57;6;3;24;20;24;20;5;7;-999;-999;5;48;46;47;34;13;106;89;-999;33;24;45;22;31;16;9;18;36;5
02/01/2020;13;;62;73;88;59;62;22;14;25;23;66;12;41;63;103;47;60;59;79;35;18;22;53;31;39;42;20;6;14;16;22;15;7;8;-999;-999;4;40;46;49;42;11;99;71;67;16;24;18;31;20;13;5;15;37;2
02/01/2020;14;;62;72;89;68;47;-999;17;17;23;54;11;24;58;88;45;65;58;83;23;14;16;47;24;30;44;30;12;11;11;17;12;10;13;-999;-999;3;27;37;35;33;9;91;53;44;9;19;13;15;26;13;5;16;34;2
02/01/2020;15;;73;72;94;64;37;47;27;16;23;47;10;22;72;90;53;80;63;77;16;13;14;41;28;17;42;19;6;11;7;18;11;14;19;-999;-999;3;38;38;-999;44;12;100;59;39;7;8;29;27;32;22;4;18;33;4
02/01/2020;16;;87;81;98;66;37;79;26;21;37;49;11;24;77;110;72;87;87;79;23;15;18;44;41;21;61;9;4;9;7;21;12;14;19;-999;-999;22;61;31;40;68;12;113;67;44;18;12;33;47;40;38;5;18;58;34
02/01/2020;17;;119;97;132;90;47;79;22;51;98;44;19;58;124;135;99;122;103;103;39;55;51;27;88;44;102;17;5;18;13;40;47;30;20;-999;-999;35;120;47;47;119;7;121;104;61;64;53;76;68;84;73;15;47;95;66
02/01/2020;18;;83;78;166;139;37;91;17;76;83;44;28;71;86;122;110;96;169;120;59;101;97;29;118;51;104;28;19;49;42;28;69;33;31;-999;-999;26;100;54;53;133;9;114;113;70;108;118;101;104;137;61;20;85;78;17
02/01/2020;19;;85;71;208;159;40;82;14;74;64;65;26;72;75;127;114;85;202;141;82;103;106;21;128;57;117;11;20;41;20;24;60;35;20;-999;-999;13;86;50;73;113;10;129;128;71;109;123;75;118;162;66;23;67;61;41
02/01/2020;20;;94;68;182;132;57;71;11;73;75;79;15;61;66;114;118;85;161;138;75;100;97;21;128;64;120;9;13;32;13;21;51;32;25;-999;-999;14;79;47;68;76;13;105;106;75;90;88;62;125;120;64;15;51;41;22
02/01/2020;21;;100;69;130;135;49;74;14;81;61;73;18;56;58;129;114;89;129;100;72;97;92;21;121;70;105;22;12;25;28;24;48;31;17;-999;-999;12;72;45;61;56;13;101;93;67;82;78;53;109;105;54;17;48;40;29
02/01/2020;22;;79;57;114;122;35;64;14;81;54;63;33;48;46;83;91;80;107;86;81;64;74;24;102;71;102;20;9;17;17;15;35;26;8;-999;-999;10;57;38;44;48;13;87;87;74;61;63;50;85;87;38;14;42;25;8
02/01/2020;23;;68;48;98;94;33;62;13;75;51;57;31;51;32;69;73;70;94;75;56;49;62;20;90;80;99;10;6;12;13;10;28;21;6;-999;-999;9;52;39;45;35;11;71;85;65;62;33;46;92;87;33;11;39;23;14
02/01/2020;24;;61;45;80;77;30;66;12;64;38;48;20;46;27;60;59;65;82;65;50;38;48;13;69;80;86;10;4;9;11;8;17;15;8;-999;-999;10;48;34;44;30;7;61;68;57;50;48;35;74;64;27;9;34;22;15
03/01/2020;1;;55;47;69;-999;26;44;10;51;31;39;15;44;24;52;-999;56;67;58;49;27;39;12;56;55;72;8;3;9;11;8;16;10;6;-999;-999;7;37;26;37;25;7;51;59;44;43;61;26;54;63;18;11;30;12;8
03/01/2020;2;;47;41;62;61;19;36;8;31;21;36;23;41;17;48;45;50;50;54;47;16;21;11;46;53;66;7;2;8;9;8;17;7;4;-999;-999;7;32;26;25;20;5;47;49;42;42;47;24;46;52;11;6;23;11;12
03/01/2020;3;;45;35;57;55;16;30;7;15;13;36;18;37;5;45;43;48;47;52;40;14;16;11;37;45;-999;6;2;6;7;8;16;5;3;-999;-999;8;30;11;24;16;5;37;40;21;35;26;16;21;53;11;6;18;12;8
03/01/2020;4;;-999;-999;-999;50;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;39;-999;-999;-999;-999;-999;-999;8;-999;-999;57;-999;-999;-999;-999;-999;12;5;-999;-999;-999;-999;28;-999;-999;-999;-999;36;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
03/01/2020;5;;50;43;55;45;28;32;18;18;15;-999;20;38;50;47;39;41;55;51;42;27;21;-999;42;38;49;11;1;5;2;5;12;5;5;-999;-999;6;26;16;20;15;5;30;33;43;19;42;37;43;36;8;5;20;15;5
03/01/2020;6;;46;45;57;45;20;30;15;12;23;-999;19;37;31;48;39;42;53;52;39;32;33;11;48;38;49;9;2;7;4;6;13;6;4;-999;-999;5;-999;27;34;22;5;32;32;48;25;34;41;48;40;7;5;24;25;5
03/01/2020;7;;45;43;75;46;24;30;11;47;36;-999;22;34;34;49;42;44;79;53;43;60;63;11;85;40;50;13;2;11;11;11;34;6;4;-999;-999;4;23;24;43;38;9;39;35;39;36;44;48;68;45;12;7;24;22;9
03/01/2020;8;;49;53;81;53;28;33;11;43;43;-999;34;33;42;67;53;52;65;61;48;40;43;33;71;41;51;13;4;29;31;18;58;8;5;-999;-999;6;25;22;61;53;30;40;48;48;47;56;57;78;67;22;14;25;30;21
03/01/2020;9;;66;70;78;57;37;44;13;63;34;-999;30;49;60;72;54;58;89;61;43;48;51;44;78;43;58;15;8;25;23;29;59;6;6;-999;-999;10;31;27;54;60;26;50;46;49;70;70;58;107;77;18;10;38;41;11
03/01/2020;10;;62;81;76;60;42;53;11;68;29;-999;18;45;51;61;52;57;75;68;40;60;60;48;90;47;61;14;5;36;14;42;49;5;7;-999;-999;12;50;47;46;82;23;78;70;64;73;53;54;67;88;17;6;34;43;7
03/01/2020;11;;59;78;79;51;63;61;12;46;22;-999;8;34;46;76;52;59;89;80;41;40;42;58;69;45;57;13;4;23;8;43;35;6;7;-999;-999;7;54;50;37;82;15;107;80;75;65;33;49;39;69;18;8;24;37;6
03/01/2020;12;;56;72;79;47;71;55;10;13;21;-999;6;27;50;79;48;58;80;72;27;19;21;34;45;43;48;8;5;12;5;14;14;3;8;-999;-999;7;52;48;66;59;17;98;68;67;35;33;31;26;36;14;8;18;36;7
03/01/2020;13;;56;77;82;52;62;48;11;9;23;-999;6;36;44;83;54;67;61;67;18;16;22;33;39;39;52;6;3;9;4;14;14;3;5;-999;-999;4;47;54;73;48;17;102;77;56;27;33;38;38;39;19;5;13;40;9
03/01/2020;14;;62;76;73;54;51;44;9;6;19;-999;8;28;37;74;54;61;60;60;9;15;20;29;32;19;31;3;0;5;5;12;13;3;5;-999;-999;4;37;40;65;56;16;110;59;57;36;22;31;40;44;21;6;8;29;4
03/01/2020;15;;66;67;68;50;18;28;13;7;20;-999;8;18;42;85;44;65;55;65;11;15;21;33;35;16;34;2;0;6;3;11;8;5;5;-999;-999;4;36;27;53;57;20;102;59;43;19;26;26;21;40;15;5;9;28;10
03/01/2020;16;;67;69;77;54;22;37;17;13;32;44;8;21;42;92;51;70;59;75;13;19;21;41;51;14;43;3;0;11;3;16;12;4;5;-999;-999;5;81;33;40;70;17;121;65;40;24;36;51;22;49;27;7;11;47;27
03/01/2020;17;;87;86;85;65;27;46;15;24;63;51;10;56;82;83;91;108;97;88;20;21;34;51;51;9;36;4;0;12;6;22;26;5;7;-999;-999;10;96;39;48;81;14;113;107;44;46;52;83;87;70;52;14;10;82;59
03/01/2020;18;;80;84;109;106;36;48;18;36;73;67;18;70;104;111;100;84;146;93;62;38;48;41;87;8;40;9;0;24;16;19;44;7;6;-999;-999;8;99;42;58;132;18;117;106;83;80;63;75;136;88;54;21;15;91;42
03/01/2020;19;;76;73;150;135;39;64;21;38;66;65;14;73;73;105;97;84;180;114;47;41;46;40;82;9;47;14;5;26;18;18;43;33;6;-999;-999;4;81;48;62;99;16;104;101;90;84;61;85;135;86;58;24;13;74;59
03/01/2020;20;;78;70;108;134;54;66;16;48;56;65;18;57;69;131;91;85;128;124;39;48;50;37;95;31;69;13;13;21;27;18;42;32;8;-999;-999;6;78;42;61;94;23;106;97;76;92;65;88;146;106;57;23;22;54;36
03/01/2020;21;;70;65;99;140;47;66;12;40;56;64;11;54;67;127;104;84;125;107;38;37;48;39;83;48;82;19;14;23;29;17;44;16;5;-999;-999;7;68;44;58;71;21;93;90;58;82;78;64;111;103;54;15;22;37;50
03/01/2020;22;;77;51;95;123;36;67;13;54;54;59;15;48;55;111;93;74;121;117;37;37;52;32;80;54;93;8;15;19;11;16;37;14;6;-999;-999;5;57;41;61;52;19;83;77;68;82;64;59;93;95;35;14;17;30;27
03/01/2020;23;;80;42;114;125;32;55;12;53;40;63;12;42;47;-999;84;77;99;93;44;44;54;31;74;52;94;15;3;18;30;17;34;14;4;-999;-999;8;51;33;51;45;19;73;73;64;71;60;44;92;88;40;9;22;24;17
03/01/2020;24;;57;42;89;92;34;52;14;30;33;48;10;41;38;-999;76;65;89;82;40;49;42;13;75;48;97;9;6;20;10;14;21;16;5;-999;-999;6;45;29;50;39;21;63;72;63;62;43;32;63;68;39;7;31;20;16
04/01/2020;1;;56;44;74;-999;27;39;13;47;35;39;14;34;30;79;-999;62;69;75;47;36;50;14;66;50;64;5;1;8;7;7;13;7;3;-999;-999;3;37;26;55;39;13;54;61;63;55;27;31;66;65;22;6;26;16;7
04/01/2020;2;;53;40;65;59;24;39;11;44;31;38;37;32;21;58;53;54;59;63;49;33;34;10;59;50;69;4;0;7;4;7;17;7;2;-999;-999;3;33;18;47;28;14;47;58;55;44;30;17;53;54;21;4;18;11;7
04/01/2020;3;;47;33;61;46;22;32;10;24;25;34;21;32;30;48;47;48;54;60;45;25;25;12;53;58;-999;2;0;7;3;6;9;5;1;-999;-999;3;28;19;37;21;11;40;45;51;44;21;14;40;46;18;3;15;9;8
04/01/2020;4;;-999;-999;-999;43;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;42;-999;-999;-999;-999;-999;-999;7;-999;-999;68;-999;-999;-999;-999;-999;7;4;-999;-999;-999;-999;28;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
04/01/2020;5;;50;32;56;41;26;33;20;17;26;27;29;30;31;49;37;41;53;51;51;18;15;-999;58;43;57;3;0;6;1;5;5;3;3;-999;-999;2;28;24;20;18;9;38;37;50;19;41;38;40;42;9;3;12;13;4
04/01/2020;6;;41;30;52;39;21;25;17;19;29;29;22;25;12;42;38;40;46;49;47;39;38;8;60;41;52;3;0;8;3;6;11;3;4;-999;-999;2;-999;19;24;23;11;40;39;39;26;35;32;46;40;15;4;12;13;4
04/01/2020;7;;39;38;61;39;24;24;16;22;33;25;23;24;21;45;37;43;50;50;44;49;53;15;84;39;49;3;0;11;2;6;14;3;3;-999;-999;2;28;21;41;36;13;51;37;36;31;43;38;53;46;19;8;18;13;9
04/01/2020;8;;40;39;62;40;20;32;15;38;34;28;26;35;27;43;38;45;52;47;46;63;58;14;101;39;50;6;3;15;4;9;18;4;5;-999;-999;2;26;21;44;44;16;44;42;33;40;52;34;59;54;33;13;24;20;12
04/01/2020;9;;46;44;58;44;23;30;13;59;38;26;21;30;32;41;42;47;54;52;43;72;75;21;94;39;48;9;3;22;5;10;34;9;6;-999;-999;5;31;24;54;51;22;56;60;48;45;75;40;75;49;38;16;25;20;9
04/01/2020;10;;52;54;67;52;30;42;14;53;33;34;19;34;38;46;51;47;60;60;44;68;74;44;83;39;51;15;5;36;14;27;30;20;5;-999;-999;14;47;31;56;65;22;73;68;47;43;56;40;89;51;41;8;27;23;11
04/01/2020;11;;51;49;72;51;52;58;21;40;39;36;12;33;63;52;45;46;85;69;31;24;46;49;77;37;54;13;5;40;9;32;28;8;7;-999;-999;13;64;38;59;60;20;109;78;62;-999;46;48;94;47;41;7;25;23;17
04/01/2020;12;;54;58;75;57;61;56;17;25;43;45;11;32;76;65;37;51;80;57;27;36;30;39;43;30;44;19;2;32;11;15;16;4;7;-999;-999;6;67;40;62;53;15;122;74;51;43;39;48;71;52;47;6;22;27;19
04/01/2020;13;;48;49;75;51;54;41;11;27;27;45;5;16;59;113;31;45;52;59;21;32;29;47;58;29;34;4;3;13;14;17;13;3;7;-999;-999;13;66;37;53;47;14;126;94;52;42;32;39;78;39;37;4;25;26;12
04/01/2020;14;;38;52;68;29;68;53;12;7;17;47;5;16;40;76;38;44;44;56;15;13;19;27;38;27;34;3;3;7;7;10;14;5;7;-999;-999;9;62;44;52;49;13;122;76;40;24;27;23;82;33;30;4;19;32;9
04/01/2020;15;;43;61;66;27;20;32;10;4;13;48;4;17;28;54;45;51;44;60;16;11;15;24;40;15;26;3;1;5;3;8;7;2;4;-999;-999;3;69;49;56;48;16;104;80;48;16;17;22;52;38;26;2;20;29;5
04/01/2020;16;;52;68;65;39;14;29;12;7;13;41;5;22;36;56;53;66;56;60;15;15;21;23;51;11;35;4;0;6;4;11;8;3;9;-999;-999;3;100;45;41;57;12;127;92;38;11;22;46;40;34;31;3;25;29;9
04/01/2020;17;;71;75;72;62;21;37;16;17;23;49;7;32;51;71;66;81;73;74;23;28;35;45;63;11;60;6;1;13;12;11;14;6;6;-999;-999;6;106;44;35;77;10;106;111;49;32;28;67;70;68;40;6;33;38;25
04/01/2020;18;;71;78;81;72;26;50;19;35;38;52;9;38;54;76;74;94;88;83;44;45;55;46;78;9;83;13;6;20;23;19;44;5;7;-999;-999;4;91;54;49;95;13;95;123;101;70;42;79;97;79;71;7;46;51;53
04/01/2020;19;;75;72;82;89;22;45;19;45;36;55;16;62;63;81;79;89;105;81;53;56;72;41;92;15;93;32;8;28;28;16;56;8;6;-999;-999;6;83;50;41;97;13;100;117;120;82;57;77;103;107;53;15;45;44;35
04/01/2020;20;;65;58;100;105;24;47;20;40;45;54;13;52;60;85;85;81;117;82;55;43;51;29;99;44;93;18;18;21;20;13;42;7;4;-999;-999;3;74;32;39;86;16;100;113;124;80;65;66;131;113;48;8;34;36;8
04/01/2020;21;;69;57;93;124;28;47;15;45;49;58;10;47;65;88;87;72;118;88;47;47;48;30;87;35;91;14;14;20;22;11;41;4;11;-999;-999;3;78;31;52;64;26;84;100;79;68;70;66;102;89;37;7;36;35;10
04/01/2020;22;;61;47;105;126;20;39;9;33;47;54;10;49;51;86;79;66;102;76;53;43;52;26;77;20;73;9;17;15;12;9;27;6;3;-999;-999;3;55;21;42;44;15;76;78;57;36;60;52;79;52;27;9;31;25;8
04/01/2020;23;;58;45;85;115;17;28;7;27;41;47;9;43;46;53;62;64;73;61;38;29;34;20;69;34;69;7;4;11;9;7;22;5;3;-999;-999;3;48;20;40;40;18;64;79;61;27;52;43;90;41;25;6;29;22;11
04/01/2020;24;;52;42;61;92;31;48;7;15;32;41;8;34;36;44;46;53;67;53;45;19;28;21;60;40;66;5;2;14;5;12;29;5;3;-999;-999;4;48;15;46;30;13;57;68;58;22;32;29;81;35;18;4;24;19;10
05/01/2020;1;;46;50;53;-999;26;35;8;10;29;37;4;31;25;41;-999;50;51;47;39;12;18;26;36;18;49;4;1;13;4;11;20;4;3;-999;-999;4;37;13;38;25;10;53;63;42;6;27;30;71;31;15;6;23;16;13
05/01/2020;2;;39;36;48;59;24;31;7;5;27;31;4;29;17;36;37;43;47;48;18;11;16;30;37;31;58;3;0;10;3;10;20;4;2;-999;-999;4;35;37;25;24;9;47;57;49;15;15;23;56;37;25;5;23;17;12
05/01/2020;3;;33;26;43;47;14;26;6;6;21;32;5;27;19;35;33;33;41;44;17;6;13;34;33;26;-999;4;0;6;2;12;11;3;3;-999;-999;5;28;33;29;18;7;36;49;44;7;15;31;51;32;13;4;16;22;5
05/01/2020;4;;-999;-999;-999;44;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;32;-999;-999;39;-999;-999;-999;14;-999;-999;40;-999;-999;-999;-999;-999;9;3;-999;-999;-999;-999;24;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
05/01/2020;5;;46;30;54;42;20;26;16;9;20;22;8;25;29;37;30;37;47;41;22;5;7;-999;21;24;39;3;0;3;1;6;6;3;2;-999;-999;4;21;20;15;14;5;38;35;45;29;26;46;32;29;5;4;7;23;5
05/01/2020;6;;37;23;47;37;13;23;10;5;16;20;6;22;17;35;31;36;39;42;22;4;5;10;19;33;41;3;0;3;1;6;5;3;2;-999;-999;3;-999;13;16;13;6;35;32;30;30;26;40;31;26;4;3;6;20;6
