giorno;ora;Nome Stazione;Preneste;Francia;Magna Grecia;Cinecittà;Colleferro Oberdan;Colleferro Europa;Allumiere;Civitavecchia;Guidonia;Ada;Guido;Cavaliere;Ciampino;Fermi;Bufalotta;Cipro;Tiburtina;Arenula;Malagrotta;Civitavecchia Porto;Civitavecchia Villa Albani;Civitavecchia Via Morandi;Civitavecchia Via Roma;Fiumicino Porto;Fiumicino Villa Guglielmi;Aurelia;S.Agostino;Fiumaretta;Faro;CampoOro;S.Gordiano;Allumiere-AldoMoro;Tolfa;S.Marinella;Tarquinia;MonteRomano;Ceccano;Ferentino;Anagni;Alatri;Fontechiari;Cassino;Frosinone Scalo;Mazzini;LT-Tasso;Aprilia 2;Latina Scalo;Gaeta Porto;LT-De Chirico;Viterbo;Acquapendente;Civita Castellana Petrarca;Rieti 1;Leonessa
01/01/2020;9;;120;109;181;82;44;82;8;48;36;74;20;40;35;138;72;99;217;114;55;55;59;14;88;67;96;5;4;10;9;12;18;10;2;-999;-999;6;78;21;23;32;9;130;117;44;1;15;65;90;51;3;10;54;74;11
01/01/2020;10;;108;100;124;65;60;67;8;62;27;44;15;40;36;92;61;63;133;87;44;43;73;37;142;62;108;5;4;12;7;20;28;20;12;-999;-999;8;62;46;28;55;11;124;83;61;0;18;69;46;51;3;9;24;82;9
01/01/2020;11;;65;84;102;43;53;41;8;33;28;40;10;36;48;93;39;69;91;89;35;27;24;44;108;57;94;8;5;14;6;42;12;25;4;-999;-999;7;44;36;39;89;10;126;78;65;1;19;53;25;39;3;13;17;62;9
01/01/2020;12;;45;102;107;62;88;39;8;20;29;44;6;40;52;81;31;71;55;76;30;12;14;76;32;83;68;8;5;19;8;20;8;21;14;-999;-999;7;37;33;68;55;8;103;51;50;-999;23;25;17;36;3;13;18;53;6
01/01/2020;13;;37;85;86;50;93;34;12;29;28;49;7;28;71;98;24;64;56;79;22;35;28;79;58;44;49;6;5;33;12;26;15;11;15;-999;-999;7;22;31;56;67;10;103;44;27;9;20;21;26;42;3;9;13;37;4
01/01/2020;14;;35;86;77;45;53;35;14;36;24;51;6;14;52;144;20;64;41;86;19;33;28;85;63;38;61;5;4;10;24;35;23;5;20;-999;-999;4;20;35;40;41;8;74;40;23;3;12;10;36;36;6;8;11;30;4
01/01/2020;15;;44;75;69;34;27;18;12;24;14;38;6;11;50;169;27;72;45;86;19;46;19;64;51;17;45;3;3;11;11;33;17;7;16;-999;-999;5;28;20;32;29;7;90;34;16;0;13;16;18;28;21;7;11;51;10
01/01/2020;16;;118;99;111;40;44;52;9;17;53;42;5;14;73;303;71;217;49;156;15;32;28;61;73;9;38;2;3;19;6;41;25;8;12;-999;-999;7;76;28;28;56;9;134;46;25;6;21;14;26;51;21;18;17;94;14
01/01/2020;17;;261;145;292;89;51;109;10;48;179;37;7;25;167;592;168;413;273;236;15;31;59;56;118;7;55;12;7;18;17;32;42;35;12;-999;-999;21;203;43;37;166;6;286;205;52;90;40;153;100;93;172;14;32;260;27
01/01/2020;18;;262;209;580;453;50;156;8;66;201;36;9;58;379;460;306;365;750;320;66;87;97;34;269;7;98;19;17;22;48;23;56;39;32;-999;-999;10;222;56;93;214;8;300;329;76;151;52;254;303;150;88;25;109;290;41
01/01/2020;19;;346;183;634;430;44;117;8;56;223;97;11;80;316;563;440;259;857;533;126;71;69;28;210;105;163;9;25;24;38;18;62;48;7;-999;-999;3;222;55;62;227;12;337;286;138;211;48;287;460;167;120;28;85;100;5
01/01/2020;20;;442;185;673;524;101;141;8;46;239;143;12;91;191;495;385;369;711;638;138;66;67;29;177;96;201;8;16;20;30;25;66;46;15;-999;-999;4;203;49;68;217;17;424;255;67;382;47;329;807;417;90;42;76;60;9
01/01/2020;21;;537;204;457;590;145;146;7;49;194;164;14;83;182;419;423;398;544;330;141;36;40;33;129;110;212;11;7;20;22;61;62;21;7;-999;-999;5;187;49;30;159;16;362;493;50;267;82;135;406;461;101;25;70;50;21
01/01/2020;22;;275;189;345;452;128;191;7;92;158;166;17;71;109;333;392;348;539;207;157;22;69;30;99;130;179;7;6;20;20;37;66;13;4;-999;-999;4;197;37;33;111;15;321;332;55;184;72;90;352;283;41;19;66;32;13
01/01/2020;23;;281;162;414;268;112;217;7;105;129;131;22;69;60;223;292;323;534;185;122;26;87;29;71;158;190;4;5;19;15;30;51;10;4;-999;-999;4;176;33;35;95;15;285;327;68;133;66;87;272;247;33;12;33;44;23
01/01/2020;24;;238;138;380;184;80;140;5;16;95;117;22;98;70;152;269;293;438;136;86;15;21;70;42;161;184;4;5;16;6;28;39;5;4;-999;-999;6;170;31;25;59;11;232;376;34;110;90;70;210;184;30;7;12;25;16
02/01/2020;1;;247;121;274;-999;53;99;4;4;84;84;9;93;69;114;-999;188;387;118;54;7;7;18;30;100;138;4;4;7;3;29;25;4;3;-999;-999;5;168;22;25;46;10;214;347;29;92;59;48;136;139;11;7;10;26;14
02/01/2020;2;;189;77;266;190;47;114;5;1;52;63;6;73;33;135;251;150;364;152;55;6;6;17;29;80;102;3;4;8;2;22;15;3;3;-999;-999;4;155;18;14;34;8;180;259;32;54;69;25;75;71;6;6;8;26;9
02/01/2020;3;;122;45;152;162;49;85;2;1;26;92;14;50;13;173;237;178;266;190;56;5;4;12;23;86;-999;4;4;6;1;19;11;3;2;-999;-999;3;113;16;12;24;5;152;149;34;22;24;13;36;44;4;8;8;27;9
02/01/2020;4;;-999;-999;-999;145;-999;-999;-999;-999;-999;-999;68;-999;-999;-999;149;-999;-999;-999;-999;-999;-999;7;-999;-999;113;-999;-999;-999;-999;-999;9;3;-999;-999;-999;-999;124;-999;-999;-999;-999;-999;-999;-999;-999;3;-999;-999;-999;-999;-999;-999;-999;-999
02/01/2020;5;;89;66;115;133;58;72;14;14;30;73;53;43;44;128;107;172;206;147;97;9;9;-999;38;90;81;5;3;4;1;13;8;3;3;-999;-999;3;113;18;10;27;5;134;105;45;11;7;70;68;22;6;5;7;53;7
02/01/2020;6;;119;121;145;133;79;99;9;35;58;99;30;39;32;109;105;255;236;156;78;37;62;16;101;89;67;2;3;9;6;14;19;2;3;-999;-999;3;-999;13;22;48;5;138;131;30;63;9;119;66;26;14;4;7;74;8
02/01/2020;7;;297;188;324;177;121;90;9;100;92;114;20;50;53;143;164;427;386;217;62;134;120;17;234;83;74;6;3;33;11;22;56;3;4;-999;-999;3;106;26;80;48;4;175;185;34;108;9;172;132;71;49;4;9;151;14
02/01/2020;8;;360;226;324;178;142;148;11;132;155;350;24;81;85;227;313;522;460;298;102;175;281;25;290;104;82;11;5;50;33;24;98;5;9;-999;-999;6;153;69;51;91;19;254;294;78;200;9;236;219;122;43;5;27;135;33
02/01/2020;9;;342;283;359;200;203;207;10;258;164;224;27;101;89;325;337;278;594;242;86;271;356;28;411;118;117;16;8;44;42;37;138;5;11;-999;-999;8;187;99;83;193;35;278;307;167;122;-999;233;216;114;36;6;83;244;27
02/01/2020;10;;264;320;389;269;241;189;10;322;90;195;18;133;86;310;360;178;437;219;70;185;270;115;386;123;150;21;14;89;48;126;73;8;7;-999;-999;10;164;111;65;249;29;288;373;221;63;-999;221;100;103;33;7;64;190;25
02/01/2020;11;;227;305;226;179;272;119;9;102;58;225;13;142;129;225;220;179;280;191;83;95;75;165;109;135;151;12;11;52;34;75;49;21;12;-999;-999;6;122;93;76;157;30;296;328;262;71;55;182;49;97;32;6;38;104;11
02/01/2020;12;;150;246;222;135;220;62;14;54;47;206;14;143;157;197;108;143;195;158;48;37;53;99;71;81;120;8;6;37;31;39;27;6;9;-999;-999;8;89;74;95;76;22;259;222;-999;51;25;94;31;43;30;12;30;68;8
02/01/2020;13;;119;178;162;99;174;38;15;43;47;128;18;74;140;220;68;112;102;158;56;25;32;114;53;62;66;29;12;21;24;35;19;9;12;-999;-999;7;52;70;79;88;14;190;121;119;19;27;29;51;23;22;7;24;66;3
02/01/2020;14;;94;149;147;111;103;-999;20;26;37;76;15;32;117;180;57;118;95;145;31;18;20;92;38;39;66;42;21;16;16;26;16;13;19;-999;-999;5;27;47;49;54;11;164;75;59;10;19;21;19;35;24;7;22;51;4
02/01/2020;15;;115;130;168;90;59;69;37;23;35;58;13;27;153;202;62;156;94;123;21;15;17;71;43;18;71;24;12;14;9;27;14;19;30;-999;-999;4;41;47;-999;70;14;184;79;47;7;8;47;39;44;36;5;23;46;6
02/01/2020;16;;225;182;177;83;55;157;31;30;67;57;13;28;149;303;104;228;176;135;30;17;21;74;62;23;118;10;8;12;8;30;14;18;23;-999;-999;28;95;36;52;134;15;312;90;53;18;13;49;73;50;62;6;22;116;49
02/01/2020;17;;580;321;389;245;74;152;24;82;269;49;21;76;435;613;300;737;300;277;47;88;92;31;185;51;256;18;9;20;13;53;64;41;25;-999;-999;41;432;59;63;373;8;469;295;76;117;67;176;125;130;194;17;62;380;121
02/01/2020;18;;549;275;695;842;60;182;18;127;257;48;30;89;163;609;449;507;945;433;82;226;206;33;360;141;321;32;26;57;52;34;110;49;42;-999;-999;47;370;97;69;506;10;439;462;85;408;329;337;312;473;147;22;208;302;25
02/01/2020;19;;685;241;1087;997;78;180;15;109;242;97;28;138;134;763;568;415;1296;699;158;270;271;22;447;227;443;12;26;45;22;29;84;50;26;-999;-999;18;328;109;103;444;11;637;571;91;438;382;229;415;733;174;29;128;224;60
02/01/2020;20;;781;232;911;785;197;146;12;114;392;203;17;121;103;725;700;461;1036;613;178;218;219;23;455;116;497;10;17;34;13;24;69;46;32;-999;-999;16;332;67;88;226;15;491;416;119;277;162;135;467;397;170;18;102;80;30
02/01/2020;21;;841;309;508;789;233;249;15;154;344;215;20;112;83;844;629;594;782;284;174;200;188;23;358;188;377;25;17;27;35;27;63;44;23;-999;-999;13;351;58;83;147;16;509;447;93;235;107;110;372;320;107;21;103;65;49
02/01/2020;22;;519;226;449;636;157;280;15;141;190;212;36;103;61;342;374;436;645;233;260;88;116;25;222;252;383;22;13;18;19;18;45;35;10;-999;-999;11;301;51;58;101;17;439;464;130;92;84;111;206;197;66;16;68;33;11
02/01/2020;23;;413;187;374;425;130;246;14;131;95;194;34;121;41;201;223;466;548;183;97;60;85;21;183;323;381;12;10;13;14;13;33;26;8;-999;-999;11;269;72;62;58;14;340;523;98;161;33;123;254;229;58;13;70;31;18
02/01/2020;24;;360;173;249;330;106;157;13;90;64;147;22;128;40;133;120;364;464;124;70;44;68;14;113;280;303;10;7;10;13;11;19;19;9;-999;-999;11;255;43;66;55;9;294;390;86;100;68;68;165;131;50;11;55;31;19
03/01/2020;1;;227;186;161;-999;121;161;11;64;66;111;16;136;40;91;-999;108;336;105;65;30;54;13;87;151;225;9;6;10;12;11;21;13;7;-999;-999;8;206;39;53;40;9;266;318;54;90;96;47;92;157;28;18;46;16;10
03/01/2020;2;;191;137;120;221;105;119;9;34;26;103;25;137;23;83;118;72;167;100;71;16;26;12;68;182;191;7;5;9;9;12;19;9;5;-999;-999;8;173;36;37;30;6;193;333;53;99;57;39;64;86;16;8;31;15;15
03/01/2020;3;;119;105;103;208;83;108;8;16;16;97;20;114;8;87;97;74;155;110;51;16;21;12;52;100;-999;6;5;7;7;12;18;6;3;-999;-999;9;178;11;36;21;5;157;197;21;57;26;28;24;104;16;7;22;15;10
03/01/2020;4;;-999;-999;-999;161;-999;-999;-999;-999;-999;-999;30;-999;-999;-999;82;-999;-999;-999;-999;-999;-999;8;-999;-999;113;-999;-999;-999;-999;-999;13;6;-999;-999;-999;-999;178;-999;-999;-999;-999;176;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
03/01/2020;5;;70;75;85;95;79;74;20;18;17;-999;22;57;104;62;58;50;107;70;51;44;31;-999;73;44;62;11;4;6;2;10;14;6;7;-999;-999;6;145;16;21;23;5;126;165;48;19;45;51;72;37;9;6;25;19;6
03/01/2020;6;;94;171;122;114;80;85;16;13;37;-999;21;89;44;94;62;77;128;110;52;44;63;12;82;47;65;10;4;9;4;11;15;8;6;-999;-999;5;-999;29;40;39;5;141;177;57;29;38;83;82;53;9;6;44;50;6
03/01/2020;7;;160;229;261;117;149;92;11;67;112;-999;26;61;57;138;106;142;421;154;78;111;162;11;281;61;69;14;5;12;12;16;48;7;7;-999;-999;4;157;30;50;78;10;164;235;56;73;66;162;187;60;16;8;47;39;11
03/01/2020;8;;275;286;313;163;238;171;13;66;134;-999;47;110;95;237;160;177;321;215;113;70;101;39;178;81;95;14;7;37;45;23;100;13;8;-999;-999;6;160;45;87;156;37;204;332;110;178;126;217;259;261;35;16;71;105;27
03/01/2020;9;;294;349;281;220;315;250;15;149;91;-999;53;199;192;232;207;185;519;188;90;98;117;70;199;98;133;18;14;31;26;42;108;9;10;-999;-999;13;215;59;75;237;40;352;287;107;423;177;287;413;318;26;12;95;209;15
03/01/2020;10;;211;330;218;214;223;201;12;197;51;-999;25;162;147;215;149;176;278;204;83;140;129;127;276;104;133;17;13;53;17;97;89;7;12;-999;-999;16;233;120;55;376;37;381;316;212;308;91;180;150;290;27;7;90;159;9
03/01/2020;11;;165;260;193;107;256;178;15;93;37;-999;11;85;90;232;116;147;215;221;80;78;84;124;183;87;112;19;9;35;11;67;53;8;13;-999;-999;9;149;105;49;259;22;276;242;208;135;48;100;54;171;34;10;49;94;10
03/01/2020;12;;110;197;159;85;261;100;11;22;34;-999;8;43;119;184;89;133;178;158;42;31;49;67;92;69;84;10;11;17;6;23;21;4;13;-999;-999;11;89;82;165;137;23;182;126;132;41;47;52;35;51;24;10;33;75;10
03/01/2020;13;;103;194;156;90;167;77;12;14;37;-999;9;59;106;123;100;142;123;117;25;24;46;63;86;57;95;8;7;13;7;21;21;3;8;-999;-999;5;64;90;126;95;21;190;141;93;27;47;69;57;62;37;7;20;73;12
03/01/2020;14;;108;172;117;84;130;66;10;8;31;-999;12;42;78;141;89;117;106;92;12;24;37;58;58;21;53;3;4;7;7;17;19;4;9;-999;-999;5;41;61;81;111;19;209;83;88;37;29;52;60;61;43;8;11;45;6
03/01/2020;15;;107;124;107;68;30;43;17;10;32;-999;11;23;93;223;58;106;97;98;16;25;41;56;65;17;58;2;3;8;3;15;11;6;9;-999;-999;4;39;31;61;110;24;181;83;60;19;32;41;24;55;27;6;12;42;15
03/01/2020;16;;142;133;137;66;38;57;19;17;51;53;11;26;80;276;62;213;80;137;18;27;40;74;92;14;84;3;3;14;4;22;15;6;9;-999;-999;6;137;41;43;138;21;315;95;52;24;44;82;25;77;43;8;13;90;42
03/01/2020;17;;426;268;156;109;44;78;18;35;170;57;13;81;309;196;285;604;378;176;24;28;64;80;91;8;59;4;2;14;8;27;35;5;12;-999;-999;12;219;46;52;198;16;387;249;52;48;61;198;198;106;115;18;11;361;110
03/01/2020;18;;550;325;369;485;60;79;20;50;263;79;21;165;417;516;430;379;881;238;94;52;106;49;187;6;69;9;3;27;22;25;67;9;9;-999;-999;12;344;55;63;507;21;475;370;119;216;80;148;476;218;140;27;20;455;66
03/01/2020;19;;573;275;781;817;67;126;25;60;303;94;17;217;167;629;461;386;1275;453;62;65;86;47;191;7;74;15;9;28;27;23;66;50;9;-999;-999;4;346;75;73;369;17;301;387;146;264;77;244;579;214;162;31;16;390;124
03/01/2020;20;;667;268;322;812;159;132;17;69;285;141;20;122;162;905;413;439;722;564;55;69;91;41;255;31;135;13;18;23;40;23;62;50;12;-999;-999;7;358;64;72;385;26;478;475;119;382;77;358;685;430;135;34;29;215;61
03/01/2020;21;;546;286;246;986;194;190;14;46;282;115;13;143;161;858;534;452;788;450;49;47;84;47;163;74;161;19;19;26;38;21;68;27;7;-999;-999;8;345;75;68;236;24;429;517;75;298;125;170;437;370;120;21;28;65;95
03/01/2020;22;;534;235;301;844;144;247;15;86;240;94;17;163;110;808;434;502;795;620;51;48;86;53;165;96;235;8;20;22;13;22;55;23;8;-999;-999;6;272;74;83;107;22;384;467;109;343;80;148;305;353;58;20;20;45;36
03/01/2020;23;;495;208;517;881;128;147;13;78;138;246;13;118;86;-999;383;311;617;407;78;57;88;36;143;101;285;17;6;20;35;25;47;17;5;-999;-999;9;264;52;58;86;22;361;497;98;263;81;93;321;336;80;11;29;34;23
03/01/2020;24;;262;214;396;495;162;190;16;36;111;164;12;130;60;-999;372;211;568;293;77;61;52;15;147;113;338;9;10;23;11;20;28;19;6;-999;-999;6;228;39;57;80;26;327;498;115;221;45;60;171;187;92;9;43;27;21
04/01/2020;1;;159;225;281;-999;138;131;14;68;112;126;15;112;50;604;-999;211;417;281;102;45;74;16;138;127;198;5;5;10;7;13;16;8;4;-999;-999;4;204;46;77;83;15;302;451;115;184;27;84;147;208;37;7;36;23;9
04/01/2020;2;;174;154;207;236;117;176;12;72;87;127;49;106;35;289;254;202;296;195;91;36;41;11;141;179;221;4;3;8;4;12;19;8;3;-999;-999;3;194;21;58;50;17;259;418;92;109;31;33;97;97;37;5;23;16;10
04/01/2020;3;;167;124;212;135;118;114;11;30;84;95;23;92;70;152;189;144;297;156;69;27;30;20;82;285;-999;2;3;8;3;12;10;6;2;-999;-999;3;176;25;41;32;14;154;285;75;70;21;25;56;54;22;4;18;13;10
04/01/2020;4;;-999;-999;-999;104;-999;-999;-999;-999;-999;-999;44;-999;-999;-999;147;-999;-999;-999;-999;-999;-999;8;-999;-999;300;-999;-999;-999;-999;-999;7;5;-999;-999;-999;-999;176;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
04/01/2020;5;;143;89;192;106;103;97;21;19;31;79;33;60;51;146;123;112;211;118;79;19;19;-999;94;168;186;2;3;7;1;10;6;3;4;-999;-999;2;186;30;20;28;10;181;263;55;19;44;47;67;45;10;3;14;19;6
04/01/2020;6;;142;122;176;122;125;109;19;21;50;103;26;71;22;133;116;115;251;107;86;60;59;9;154;131;146;2;2;10;3;11;12;3;4;-999;-999;3;-999;20;26;47;13;188;179;52;42;37;74;97;55;29;4;13;20;5
04/01/2020;7;;178;172;227;112;165;99;19;25;96;96;28;50;35;126;94;152;240;158;84;72;89;20;262;112;130;3;3;12;2;12;18;3;4;-999;-999;3;151;28;47;87;14;313;245;55;42;53;123;154;87;32;10;29;23;11
04/01/2020;8;;211;186;265;149;187;181;15;51;126;90;33;148;49;143;91;154;274;131;91;116;102;17;325;139;137;6;8;17;4;15;20;5;5;-999;-999;2;135;38;53;159;18;216;250;66;120;71;99;231;154;73;15;60;41;15
04/01/2020;9;;276;226;251;178;212;155;14;116;207;113;29;100;59;128;123;135;267;164;74;168;179;25;339;126;136;11;8;26;5;15;58;11;6;-999;-999;7;185;62;103;189;33;344;368;113;149;197;140;306;148;87;23;76;47;12
04/01/2020;10;;188;183;245;228;218;177;15;129;86;130;30;106;115;132;164;126;199;168;90;174;201;80;253;110;126;18;13;58;18;42;49;26;8;-999;-999;23;219;87;88;268;37;343;324;175;57;121;120;302;105;129;10;113;65;15
04/01/2020;11;;149;133;210;158;282;192;29;75;90;125;22;95;238;137;118;121;197;172;57;33;75;87;175;81;134;17;12;60;12;51;41;10;10;-999;-999;20;160;67;96;185;29;324;197;184;-999;88;133;214;80;90;10;65;73;27
04/01/2020;12;;140;148;168;146;229;127;19;46;89;101;19;75;240;140;70;107;173;105;43;55;48;72;84;46;79;27;7;49;16;24;26;5;13;-999;-999;10;117;62;94;115;19;314;129;83;64;65;106;144;95;106;10;46;71;32
04/01/2020;13;;90;95;147;92;145;63;17;43;52;60;11;22;150;176;38;80;107;95;34;55;52;92;117;39;54;5;7;19;22;26;18;4;11;-999;-999;21;112;52;63;93;16;254;166;76;53;46;72;137;54;70;5;63;59;16
04/01/2020;14;;48;94;103;37;163;82;16;11;27;58;10;20;90;141;45;70;75;80;22;22;38;49;74;34;53;4;7;10;11;16;20;7;14;-999;-999;12;88;62;59;82;14;219;108;51;24;36;40;125;41;53;5;33;60;13
04/01/2020;15;;53;137;110;30;37;48;14;6;20;67;8;20;63;91;59;90;79;93;23;15;26;40;73;16;41;3;5;7;3;14;10;3;7;-999;-999;4;106;67;60;73;17;149;117;58;16;20;34;71;51;49;2;27;46;7
04/01/2020;16;;68;187;100;43;26;44;14;11;18;53;9;26;84;97;65;155;104;96;21;19;40;41;88;10;54;4;3;8;6;17;10;3;17;-999;-999;4;201;58;44;95;12;323;154;43;11;25;86;47;45;58;3;32;41;11
04/01/2020;17;;166;254;118;92;35;60;17;22;35;63;11;37;97;181;129;280;191;137;30;40;64;78;117;10;98;6;4;15;16;16;17;9;10;-999;-999;9;316;55;37;168;10;291;239;58;38;31;149;175;119;81;7;44;74;31
04/01/2020;18;;314;355;170;192;41;83;21;46;63;70;13;43;96;253;263;485;447;229;59;69;110;62;177;8;200;14;10;22;31;25;64;7;10;-999;-999;6;315;89;58;327;13;299;428;189;152;52;247;289;161;216;8;84;149;80
04/01/2020;19;;385;353;203;392;38;74;22;51;55;92;20;113;127;399;278;379;630;230;77;93;188;45;240;16;269;39;13;32;38;22;83;10;9;-999;-999;8;305;90;48;358;13;412;455;275;322;71;272;359;402;170;19;113;104;55
04/01/2020;20;;479;301;391;617;39;88;23;46;117;101;18;77;117;496;430;467;808;255;82;63;107;31;292;72;269;20;24;23;27;17;58;9;6;-999;-999;3;343;43;44;379;16;533;535;300;341;89;210;532;506;140;9;78;73;11
04/01/2020;21;;524;300;364;854;46;69;18;55;208;165;15;88;210;681;463;437;835;321;81;67;87;35;212;38;299;15;20;23;29;16;58;5;23;-999;-999;3;362;41;65;295;35;427;572;145;216;108;180;442;262;111;7;105;78;13
04/01/2020;22;;506;224;525;875;42;52;10;36;228;187;15;135;104;700;405;387;676;231;146;64;97;28;164;20;158;9;24;17;15;14;33;7;5;-999;-999;3;281;23;49;122;17;412;495;74;37;82;127;279;76;67;11;64;45;11
04/01/2020;23;;503;208;356;827;41;40;7;28;198;139;13;114;118;229;242;384;377;157;59;37;60;22;145;61;136;7;8;13;10;12;30;7;4;-999;-999;4;280;21;45;105;22;396;542;100;27;66;88;367;56;63;6;60;40;14
04/01/2020;24;;287;197;154;638;100;89;7;17;113;129;12;84;59;113;97;289;357;106;95;21;44;28;128;78;154;5;6;16;6;21;44;6;3;-999;-999;5;245;15;58;63;14;352;495;107;22;33;52;301;48;38;5;63;51;12
05/01/2020;1;;205;194;121;-999;61;55;9;12;92;114;8;80;44;92;-999;153;264;106;56;13;29;39;61;17;77;4;4;16;5;17;27;5;5;-999;-999;4;247;13;42;46;12;339;416;59;7;27;52;203;40;29;7;69;32;15
05/01/2020;2;;181;157;95;279;74;47;8;6;121;82;8;55;30;84;118;118;202;122;24;12;21;52;63;34;105;3;3;12;4;17;25;4;3;-999;-999;4;230;59;26;44;9;264;453;84;20;15;36;128;55;60;5;71;50;15
05/01/2020;3;;138;89;104;204;65;33;6;6;66;87;9;68;32;81;108;160;205;87;22;6;17;73;52;29;-999;4;3;7;3;19;13;4;3;-999;-999;5;154;58;34;30;8;188;410;57;8;15;60;95;42;27;4;20;69;6
05/01/2020;4;;-999;-999;-999;184;-999;-999;-999;-999;-999;-999;21;-999;-999;-999;108;-999;-999;53;-999;-999;-999;18;-999;-999;82;-999;-999;-999;-999;-999;10;4;-999;-999;-999;-999;100;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
05/01/2020;5;;138;102;145;187;39;45;16;10;31;59;9;58;39;148;110;69;292;68;25;5;8;-999;33;25;56;3;3;4;1;11;7;4;3;-999;-999;4;91;21;15;24;6;196;288;48;37;26;60;41;30;7;4;7;36;5
05/01/2020;6;;131;95;157;124;35;43;11;5;25;57;7;59;25;94;88;82;239;80;26;4;6;12;27;58;87;2;3;3;1;10;6;3;3;-999;-999;3;-999;13;16;26;7;168;254;31;47;29;67;43;30;7;3;7;28;8
